Sonstiges; Mitarbeiter würden kategorisch kontrolliert, zum Erreichen eines Arbeitspensums gedrängt, und es existiere für mehrere hundert Mitarbeiter nur ein verschmutzter Toiletten-Container in der Halle selbst
Sonstiges; Außerdem wurde im ZDF-Beitrag der Stundenlohn von 7,01 Euro für Produktionshelfer bemängelt, welcher dem tariflichen Mindestlohn für Zeitarbeit in Ostdeutschland entspricht
Sonstiges; Nach Recherche des ZDF wurde auch bekannt, dass Zalando 22,5 Millionen Euro Subvention vom Land Thüringen für den Bau eines neuen Firmensitzes mit Schaffung von Arbeitsplätzen erhalten habe
Sonstiges;"Laut einem ZDF-Undercover-Mitarbeiter würden pro Monat rund vierzig Mitarbeiter zwischen sieben und neun Tage auf Kosten des Staates für Docdata arbeiten, unbezahlt als Praktikanten (Maßnahmen zur Aktivierung und beruflichen Eingliederung); etwa ein Drittel der Angestellten sind als Zeitarbeiter beschäftigt"
Sonstiges;" Zalando kündigte daraufhin engere Kontrollen in der Zusammenarbeit mit externen Dienstleistern an:Als Folge der Berichterstattung des ZDF stellten zwei Abgeordnete des Landtages Brandenburg eine Kleine Anfrage; die Landesregierung antwortete"
Sonstiges;Das Landesamt für Arbeitsschutz des Landes Brandenburg nahm die Arbeitsbedingungen vor Ort in Augenschein
Sonstiges;Im April 2014 wurde im Zuge des RTL-Berichts Arbeiten unter Dauerdruck, der mit Unterstützung des Enthüllungsjournalisten Günter Wallraff gedreht wurde, erneut Kritik an den Arbeitsbedingungen bei Zalando laut
Sonstiges; Die Journalistin Caro Lobig arbeitete verdeckt über den Zeitraum von drei Monaten als Lagerarbeiterin („Pickerin“) im Logistikzentrum in Erfurt mit
Sonstiges; Dabei musste sie während einer Achtstundenschicht Strecken von bis zu 27 Kilometer zurücklegen
Sonstiges; Nach fünf Wochen kämpfte sie mit Kreislaufproblemen
Sonstiges; Laut einem anonymen Mitarbeiter eines Rettungsdienstes vergehe kaum ein Tag, an dem der Rettungsdienst nicht zum Lager gerufen werde
Sonstiges; Laut Aussage eines von RTL interviewten Arbeitsrechtlers verstoße Zalando mit Sitzverboten, flughafenähnlichen Personenkontrollen und mittels Pausenregeln gegen das deutsche Arbeitsrecht
Sonstiges; Außerdem verstoße Zalando durch die Überwachung der Mitarbeiter gegen Datenschutzbestimmungen
Sonstiges; Zalando wollte sich zu den Vorwürfen auf RTL-Anfrage hin nicht äußern
Sonstiges; Stattdessen hat das Unternehmen inzwischen wegen Verrat von Geschäfts- und Betriebsgeheimnissen (§ 17 UWG) Anzeige gegen die Journalistin eingereicht
Sonstiges; Diese wiederum reichte Kündigungsschutzklage gegen das Unternehmen ein
Sonstiges;Im November 2019 geriet Zalando erneut in die mediale Berichterstattung
Sonstiges; Grund dafür war eine Studie der Hans-Böckler-Stiftung, welche das von Zalando genutzte 360-Grad-Feedback-Tool „Zonar“ kritisiert
Sonstiges; Beanstandet wird im Wesentlichen, dass dieser Bewertungsprozess zwischen Mitarbeitern und Vorgesetzten ein Gefühl der Kontrolle und Überwachung mit sich bringt
Sonstiges;Im Oktober 2020 wurde erstmals in der Geschichte ein Gesamtbetriebsrat mit 31 Mitgliedern gewählt, der am 11
Sonstiges; November 2020 erstmals zusammentrat
Sonstiges;"RückläuferMit um die 50 Prozent Rückläufern wies der Onlinehändler 2014 neben Amazon auf dem deutschen Markt die höchste Retourenquote auf; der Mittelwert der Online-Händler lag bei um die 20 Prozent"
Sonstiges; Dies steigert zusätzlich den Verbrauch an Verpackungsmaterial, den Ausstoß von CO2 und verursacht später mehr Müll
Sonstiges; Auch 2016 gab Zalando an, dass jede zweite Lieferung zurückgeschickt werde
Sonstiges; In der Modebranche sei die Retourenquote deutlich höher als in anderen Bereichen des Onlinehandels
Sonstiges; Nach eigenen Angaben wurden 97 % der zurückgesendeten Artikel durch das Unternehmen weiterverkauft, etwa 0,05 % seien vernichtet worden
Sonstiges; Nach einer Investigativrecherche im Jahr 2023 stellte Zalando klar, dass diese Zahlen nur für die Marken und Händler gälten, die am Partnerprogramm teilnehmen
Sonstiges; Die Recherche fand heraus, dass Rückläufer auch an Großhändler weiterverkauft werden, die sie dann nach Asien und Afrika exportierten
Sonstiges; Außerdem würden Retouren über lange Zeit und Strecken transportiert werden, bis sie von Zalando wiederverkauft werden
Sonstiges; Die Autorinnen und Autoren fanden auch Angestellte, die davon berichteten, dass zurückgesendete Kleidung bei Mängeln entsorgt werde
Sonstiges; Insgesamt bezeichnete das Team den Umgang mit Retouren vor dem Hintergrund der Nachhaltigkeitsversprechen als Greenwashing
Sonstiges; Zalando wies den Vorwurf zurück und erklärte, weder massenhaft Rückläufer zu vernichten noch deswegen Sortierzentren im Ausland zu betreiben
Sonstiges;Während Zalando zunächst mit dem Slogan „Schrei vor Glück – oder schick‘s zurück“ warb, verzichtete das Unternehmen später auf den zweiten Teil des Spruches
Sonstiges; Dennoch erklärte der Unternehmens-Chef Robert Gentz 2016, dass er keine Probleme mit den vielen Rückläufern habe
Sonstiges; „Kunden, die sehr viel Ware retournieren, sind in der Regel profitablere Kunden, weil sie letztlich das Konzept bewusster nutzen
Sonstiges; Was nicht passt, schicken sie zurück, und mit dem, was sie behalten, sind sie wirklich happy
Sonstiges; Kunden, die weniger zurücksenden, haben oft einen tieferen Zufriedenheitswert
Sonstiges;“Siehe auchWirtschaft BerlinsLiteraturHagen Seidel: Schrei vor Glück
Sonstiges; Zalando oder shoppen gehen war gestern
Sonstiges; Orell Füssli, Zürich 2013, ISBN 978-3-280-05516-8
Sonstiges;WeblinksWebsite von Zalando nebst Corporate-WebsiteSophie Crocoll, Lutz Knappmann: Im Hauptquartier der Frauenversteher
Sonstiges; In: Süddeutsche Zeitung, 22
Sonstiges; Februar 2012
Sonstiges;Zalando verdient noch immer kein Geld
Sonstiges; In: Frankfurter Allgemeine Zeitung, 14
Sonstiges; Februar 2014
Sonstiges; Wer hat die Macht im Internet? ARD-Mediathek
Sonstiges; Doku über Zalando, Sendung am 8
Sonstiges; April 2020== Einzelnachweise ==
Sonstiges;Die Otto (GmbH & Co KG) (früher Otto Versand (GmbH & Co), auch Otto Group) ist ein deutsches Handels- und Dienstleistungsunternehmen mit Sitz in Hamburg, das weltweit mit rund 41
Sonstiges;000 Mitarbeitern agiert und in den Unternehmensbereichen Einzelhandel, Finanzierung und Logistik sowie Versandhandel aktiv ist
Sonstiges;Kerngeschäft ist der Einzelhandel
Sonstiges; Dabei werden über 74 Prozent aller Erlöse in diesem Segment über die weltweit rund 100 Onlineshops des Konzerns erzielt, somit ist Otto im Konsumentengeschäft einer der weltweit  größten Onlinehändler sowie der größte Onlinehändler für Mode und Lebensstil für den Endverbraucher in Europa
Sonstiges;Die Marke Otto war 2020 rund 1,3 Mrd
Sonstiges; Im Ranking der 500 größten Familienunternehmen in Deutschland der Zeitschrift Wirtschaftsblatt nahm die Gruppe 2012 den zehnten Platz ein
Sonstiges;UnternehmensgeschichteIm August 1949 gründete der 40-jährige Werner Otto in Hamburg-Schnelsen das Unternehmen Werner Otto Versandhandel
Sonstiges; Im Folgejahr 1950 erschien der erste Katalog, in dem auf 14 handgebundenen Seiten 28 Paar Schuhe präsentiert wurden
Sonstiges; Die Auflage betrug 300 Exemplare
Sonstiges; Als Erster der Versender führte Otto den Kauf auf Rechnung ein
Sonstiges; 1951 umfasste der erste gedruckte Katalog 28 Seiten und bot ein erweitertes Sortiment, das unter anderem aus Schuhen, Aktentaschen, Regenmänteln und Hosen bestand
Sonstiges; Bis 1953 verfünffachte Otto in weniger als zwei Jahren den Umsatz
Sonstiges; Die Auflage des Katalogs betrug bereits 37
Sonstiges;000 Exemplare
Sonstiges; 1958 gehörte der Otto-Versand als Universalversender mit einem Umsatz von 100 Millionen DM zu den Großunternehmen in Deutschland
Sonstiges;1960 bezog der Otto-Versand nach starker Expansion das neue 205
Sonstiges;000 m² große Betriebsgebäude in Hamburg-Bramfeld, nachdem er zuvor von 1955 an in Hamburg-Hamm stationiert war
Sonstiges; Die Zahl der Mitarbeiter wuchs auf 2000
Sonstiges; 1966 wurde in Hongkong das erste Einkaufsbüro in Asien eröffnet
Sonstiges; Günter Nawrath übernahm 1966 den Vorstandsvorsitz
Sonstiges;1968 erschien mit dem Post-Shop-Magazin der erste Otto-Spezialkatalog
Sonstiges; Im Jahr darauf wurde die Hanseatic Bank gegründet, über die Kunden ihre Bestellungen finanzieren konnten
Sonstiges; Zur gleichen Zeit wurde in Hamburg die Werner-Otto-Stiftung zur Förderung der medizinischen Forschung gegründet
Sonstiges; Mit dem Hermes Versand wurde 1972 ein eigener Zustelldienst aufgebaut
Sonstiges;Mit Beteiligungen an 3 Suisses International begann 1974 die Entwicklung zum internationalen Konzern mit eigenen SB-Warenhäusern, die im selben Jahr an die Horten AG verkauft wurden
Sonstiges; Im selben Jahr stieg Otto beim Karlsruher Unternehmen Heinrich Heine ein
Sonstiges; 1978 erzielte der Otto-Konzern einen Umsatz von 3,176 Milliarden DM und beschäftigte 10
Sonstiges;740 Mitarbeiter
Sonstiges;1980 folgte mit der Gründung der Otto Reisen GmbH der Einstieg des Unternehmens in die Touristik-Branche
Sonstiges; 1981 wechselte der Vorstandsvorsitzende Günter Nawrath in den Aufsichtsrat
Sonstiges; Michael Otto übernahm den Vorstandsvorsitz der Otto-Gruppe
Sonstiges; Im Jahr 1982 betrug der Umsatz allein des Versandhandels rund 3,9 Milliarden DM
Sonstiges;Im Rahmen der neuen Werbekampagne wurde 1986 der Slogan „Otto … find’ ich gut
Sonstiges;“ erstmals eingesetzt und entwickelte sich zum geflügelten Wort
Sonstiges; 1990 wurde der 24-Stunden-Eilservice eingeführt
Sonstiges; 1992 lieferte der Hermes Versand die 500-millionste Sendung aus
Sonstiges;1993 rief Michael Otto die Michael Otto Stiftung für Umweltschutz ins Leben
Sonstiges; 1994 präsentierte der Otto-Versand als erster Versender sein Sortiment auf einer interaktiven CD-ROM
Sonstiges; 1995 folgte der Gang ins Internet
Sonstiges; 1997 stieg das Unternehmen beim Baur Versand ein
Sonstiges; 2000 erweiterte der Konzern sein Firmen-Portfolio mit den Gründungen von discount24 und travelchannel
Sonstiges;Die beiden österreichischen Marken der Otto Group, Universal und Otto wurden 2003 in die Unito Versand & Dienstleistungen gebündelt, des Weiteren wurde der Versandhandel in Deutschland umfirmiert in die Otto (GmbH & Co KG)
Sonstiges; 2005 verkaufte die Otto Group 75 Prozent der Anteile der Hanseatic Bank an die Société Générale, Paris
Sonstiges; Zwei Jahre später wurde Hans-Otto Schrader neuer Vorstandsvorsitzender der Otto Group und trat damit die Nachfolge von Michael Otto an
Sonstiges;2009 sicherte sich die Otto Group in einem Bieterverfahren die Rechte an der Marke Quelle und zahlreicher Handelsmarken wie Privileg sowie alle Anteile an Quelle Russland, später im Jahr 2012 die der Marke Neckermann
Sonstiges; Der Unternehmensgründer Werner Otto verstarb 2011 im Alter von 102 Jahren
Softwareentwicklung im E-Commerce; 2012 gründete die Otto Group mit dem brasilianischen Distanzhändler Posthaus ein gemeinsames Unternehmen, um in Brasilien das E-Commerce-Geschäft zu forcieren
Sonstiges; Im selben Jahr wurde bekannt, dass die Otto Group bis Oktober 2013 700 Arbeitsplätze abbaut
Sonstiges; Trotz der Lage war bis dato Otto der größte Onlinehändler für Mode in Deutschland zusammen mit der Gründung von About You, was auch am Umsatz ersichtlich war
Sonstiges;2014 markierte Gründerenkel Benjamin Otto durch die Einführung des Fashion-Start-ups Collins seinen Eintritt in den Konzern
Sonstiges; Juni 2015 übergab er seine Funktion als CEO an Mitbegründer Tarek Müller, um in Aufsichtsgremien des Konzerns die Transformation der Otto Group mitzugestalten
Sonstiges; Im selben Jahr wurde mit Otto Group Media ein eigenes Unternehmen für die Online-Werbevermarktung gegründet
Sonstiges; Er baute unter anderem den Bereich Online-Möbelhandel weiter aus, inklusive Erschaffung von Spezialshops
Sonstiges;Im Geschäftsjahr 2015/2016 wurden über 90 Prozent der Umsätze vom Versandhandel über das Internet erzielt, was gemäß einer Studie der EHI Retail Institute und Statista Otto zum zweitgrößten deutschen Online-Händler hinter Amazon
Sonstiges;com auszeichnet
Sonstiges; Des Weiteren wurden im selben Jahr mit Otto Now eine neue Marke zur Vermietung von Produkten gegründet
Sonstiges;Mit Wirkung zum 1
Sonstiges; Januar 2017 übernahm Alexander Birken, zuvor Konzernvorstand Multichannel-Distanzhandel und Sprecher der Otto-Einzelgesellschaft, den Vorstandsvorsitz der Otto Group
Sonstiges; Der langjährige Vorstandsvorsitzende Hans-Otto Schrader wechselt mit Erreichen der für Vorstände geltenden Altersgrenze in den Aufsichtsrat
Sonstiges;Im Dezember 2018 erschien der letzte Otto-Hauptkatalog als gedruckte Ausgabe
Sonstiges;Geschäftsfelder und KonzerngesellschaftenDer Konzern ist international in verschiedenen Geschäftsfeldern tätig, unter anderem mit Tochtergesellschaften in der Schweiz, in Österreich, Frankreich, im Vereinigten Königreich, in den USA, Japan, der Volksrepublik China und Russland
Sonstiges; Insgesamt zählt die Otto Group 123 wesentliche Konzerngesellschaften, die u
Sonstiges; unter den im Folgenden angeführten Dachmarken firmieren
Sonstiges;Nicht zur Firmengruppe gehört die im Familienbesitz befindliche ECE Projektmanagement, die hauptsächlich in Europa Einkaufszentren und andere Immobilien besitzt oder verwaltet
Sonstiges; Sie wird von Alexander Otto, Bruder von Michael Otto, geleitet
Sonstiges;Die Segmente der Otto Group, die im Geschäftsjahr 2018/19 einen Gesamtumsatz von 13,446 Milliarden Euro erwirtschaftete, sind:Multichannel-EinzelhandelDie Waren und Produkte werden über die drei Vertriebskanäle E-Commerce, stationärer Einzelhandel und Katalog angeboten
Sonstiges; Der Konzern beschäftigt in diesem Segment 24
Sonstiges;789 Mitarbeiter weltweit und erzielte im Geschäftsjahr 2018/19 einen Umsatz von 10,3 Milliarden Euro, wobei 74 % des Segmentumsatzes mittels E-Commerce erwirtschaftet wurde
Sonstiges; Das Segment erwirtschaftete 76,8 % des Konzernumsatzes
Sonstiges; Dazu zählen die rund 100 Onlineshops der Einzelhändler wie myToys
Sonstiges;de und Otto, die reinen Online-Anbieter wie Limango und Mirapodo, die Shopping24-Gruppe sowie die Corporate-Venture-Aktivitäten des Konzerns (Investment in Start-up-Unternehmen)
Sonstiges;" Im stationären Handel ist die Otto Group weltweit mit über 400 Shops vertreten; rund 1800 verschiedene Kataloge werden pro Jahr an Kunden verschickt"
Sonstiges;Ferner sind im Multi-Channel-Retailing u
